   Floor     Tower       F-x-x         F-x-y         F-x-t
                         (kN)          (kN)         (kN-m)
      9        1         99.57        -24.79       -472.10
      8        1         95.55        -21.35       -415.17
      7        1         83.69        -18.51       -353.99
      6        1         70.15        -14.47       -277.66
      5        1         51.77        -11.01       -202.47
      4        1         60.14        -17.07       -259.35
      3        1         32.59        -17.67       -289.65
      2        1         13.20         -7.46       -122.88
      1        1          5.59         -3.00        -54.80

   振型  13 的地震力
   -------------------------------------------------------
   Floor     Tower       F-x-x         F-x-y         F-x-t
                         (kN)          (kN)         (kN-m)
     54        1         17.28        -10.05         -8.37
     53        1         18.43        -10.59         -9.83
     52        1         19.77        -15.47        -20.63
     51        1         16.32        -18.71        -90.40
     50        1          8.38        -16.26       -170.80
     49        1         -1.77         -9.33       -130.04
     48        1         -9.75         -2.55        -93.88
     47        1        -16.11          3.57        -56.26
     46        1        -21.21          9.52        -16.38
     45        1        -23.73         14.31         23.56
     44        1        -25.10         18.55         62.40
     43        1        -23.53         21.31         98.57
     42        1        -21.12         23.17        129.52
     41        1        -16.21         23.51        154.88
     40        1        -10.96         22.73        171.34
     39        1         -4.36         20.69        179.98
     38        1          1.95         17.54        177.51
     37        1          8.11         13.66        166.36
     36        1         14.16          9.80        153.26
     35        1         18.20          4.77        122.75
     34        1         20.90         -0.74         82.64
     33        1         21.75         -5.86         39.49
     32        1         21.42        -10.92         -6.96
     31        1         19.23        -15.30        -53.70
     30        1         16.35        -19.16        -97.48
     29        1         11.94        -22.15       -138.81
     28        1          7.44        -24.16       -170.83
     27        1          2.12        -25.23       -197.83
     26        1         -2.63        -25.03       -210.98
     25        1         -7.39        -24.03       -218.05
     24        1        -11.14        -21.72       -209.78
     23        1        -14.18        -18.77       -195.13
     22        1        -16.00        -14.69       -166.34
     21        1        -16.63        -10.24       -132.17
     20        1        -16.14         -5.06        -88.03
     19        1        -14.35          0.18        -40.65
     18        1        -11.82          5.61         10.33
     17        1         -8.24         10.78         61.66
     16        1         -4.49         15.54        109.32
     15        1         -0.20         19.76        154.26
     14        1          3.61         23.04        188.87
     13        1          7.38         25.62        218.69
     12        1         10.21         26.96        234.02
     11        1         12.51         27.55        243.39
     10        1         13.61         26.78        236.76
      9        1         13.94         25.32        224.44
      8        1         13.13         22.69        198.05
      7        1         11.61         19.55        167.96
      6        1          9.33         15.68        129.10
      5        1          6.72         11.68         90.62
      4        1          7.30         15.45        109.13
      3        1          3.05         15.03         59.87
      2        1          1.22          6.32         25.55
      1        1          0.55          2.62         11.05

   振型  14 的地震力
   -------------------------------------------------------
   Floor     Tower       F-x-x         F-x-y         F-x-t
                         (kN)          (kN)         (kN-m)
     54        1        -60.63        -61.82         -8.21
