     **********************************************************
                                     位移输出文件
     **********************************************************

     采用强制刚性楼板假定模型计算结果
     单位    : mm

     Floor   : 层号
     Tower   : 塔号
     Jmax    : 最大位移对应的节点号
     JmaxD   : 最大层间位移对应的节点号
     Max-(Z) : Z方向的节点最大位移
     h       : 层高
     Max-(X)，Max-(Y)   : X,Y方向的节点最大位移
     Ave-(X)，Ave-(Y)   : X,Y方向的层平均位移
     Max-Dx ，Max-Dy    : X,Y方向的最大层间位移
     Ave-Dx ，Ave-Dy    : X,Y方向的平均层间位移
     Ratio-(X),Ratio-(Y): 最大位移与层平均位移的比值
     Ratio-Dx,Ratio-Dy  : 最大层间位移与平均层间位移的比值
     Max-Dx/h，Max-Dy/h : X,Y方向的最大层间位移角
     DxR/Dx,DyR/Dy      : X,Y方向的有害位移角占总位移角的百分比例
     Ratio_AX,Ratio_AY  : 本层位移角与上层位移角的1.3倍及上三层平均位移角的1.2倍的比值的大者
     X-Disp，Y-Disp，Z-Disp:节点X,Y,Z方向的位移

  === 工况27 === X 方向地震作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(X)   Ave-(X)        h
    5     1     5000003      7.26     6.33        1.15         4500
                5000002      2.46     2.15        1.14
    4     1     4000003      4.80     4.18        1.15        12500
                4000003      4.80     4.17        1.15
    3     1     3000068      0.02     0.01        1.00         6700
                3000209      0.02     0.01        1.00
    2     1     2000022      0.00     0.00        1.00         3900
                2000150      0.00     0.00        1.00
    1     1     1000152      0.00     0.00        1.00         3900
                1000143      0.00     0.00        1.00

  Y方向最大位移与层平均位移的比值：  1.15  (4层1塔)
  Y方向最大层间位移与平均层间位移的比值：  1.15  (4层1塔)

  === 工况21 === Y- 偶然偏心规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(Y)   Ave-(Y)    Ratio-(Y)       h
                  JmaxD    Max-Dy    Ave-Dy     Ratio-Dy         

   46     1    46000015    258.19   234.88        1.10         3700
               46000014      5.02     4.87        1.03
   45     1    45000014    253.17   230.01        1.10         4550
               45000014      6.53     6.26        1.04
   44     1    44000015    246.63   223.75        1.10         4200
               44000015      6.12     5.82        1.05
   43     1    43000014    240.51   217.92        1.10         4200
               43000014      6.20     5.87        1.06
   42     1    42000015    234.30   212.05        1.10         4200
               42000014      6.27     5.91        1.06
   41     1    41000014    228.04   206.14        1.11         4200
               41000014      6.32     5.94        1.06
   40     1    40000015    221.72   200.20        1.11         4200
               40000015      6.36     5.96        1.07
   39     1    39000014    215.36   194.24        1.11         4200
               39000015      6.39     5.97        1.07
   38     1    38000014    208.97   188.27        1.11         4200
               38000014      6.41     5.97        1.07
   37     1    37000014    202.56   182.30        1.11         4200
               37000014      6.39     5.95        1.07
   36     1    36000015    196.16   176.35        1.11         4200
               36000015      6.41     5.96        1.08
   35     1    35000014    189.75   170.39        1.11         4200
               35000015      6.40     5.94        1.08
   34     1    34000014    183.36   164.45        1.11         6000
               34000014      9.21     8.54        1.08
   33     1    33000014    174.14   155.91        1.12         8400
               33000015     12.85    11.89        1.08
   32     1    32000015    161.29   144.02        1.12         4200
               32000015      6.31     5.85        1.08
   31     1    31000014    154.98   138.18        1.12         4200
               31000014      6.29     5.82        1.08
   30     1    30000014    148.69   132.36        1.12         4200
               30000015      6.26     5.78        1.08
   29     1    29000014    142.43   126.58        1.13         4200
               29000014      6.21     5.73        1.08
   28     1    28000014    136.22   120.85        1.13         4200
               28000015      6.17     5.68        1.09
   27     1    27000015    130.05   115.17        1.13         4200
               27000014      6.12     5.63        1.09
   26     1    26000015    123.92   109.54        1.13         4200
               26000015      6.07     5.57        1.09
   25     1    25000015    117.85   103.97        1.13         4200
               25000015      6.01     5.51        1.09
   24     1    24000014    111.84    98.46        1.14         4200
               24000015      5.93     5.43        1.09
   23     1    23000014    105.92    93.03        1.14         6000
               23000015      8.46     7.72        1.10
   22     1    22000014     97.45    85.32        1.14         8400
               22000014     11.62    10.56        1.10
   21     1    21000015     85.84    74.76        1.15         4200
               21000015      5.54     5.06        1.09
   20     1    20000014     80.30    69.69        1.15         4200
               20000014      5.44     4.95        1.10
   19     1    19000015     74.86    64.74        1.16         4200
               19000015      5.32     4.83        1.10
   18     1    18000015     69.55    59.91        1.16         4200
               18000014      5.19     4.70        1.10
   17     1    17000014     64.36    55.21        1.17         4200
               17000014      5.07     4.57        1.11
   16     1    16000014     59.29    50.64        1.17         4200
               16000014      4.94     4.43        1.12
   15     1    15000015     54.34    46.21        1.18         4200
               15000015      4.81     4.28        1.12
   14     1    14000015     49.53    41.93        1.18         4200
               14000014      4.68     4.13        1.13
   13     1    13000015     44.85    37.81        1.19         4200
               13000015      4.54     3.95        1.15
   12     1    12000015     40.31    33.85        1.19         6000
               12000014      6.34     5.40        1.17
   11     1    11000014     33.97    28.45        1.19         4500
               11000015      4.48     3.80        1.18
   10     1    10000014     29.49    24.65        1.20         4500
               10000015      4.24     3.60        1.18
    9     1     9000015     25.25    21.05        1.20         4500
                9000014      4.00     3.39        1.18
    8     1     8000014     21.25    17.66        1.20         4500
                8000015      3.75     3.15        1.19
    7     1     7000015     17.50    14.51        1.21         9000
                7000015      6.88     5.70        1.21
    6     1     6000014     10.62     8.81        1.20         4500
                6000015      2.95     2.46        1.20
    5     1     5000014      7.67     6.36        1.21         4500
                5000014      2.59     2.16        1.20
    4     1     4000014      5.08     4.19        1.21        12500
                4000142      5.08     4.19        1.21
    3     1     3000209      0.02     0.01        1.00         6700
                3000209      0.02     0.01        1.00
    2     1     2000022      0.00     0.00        1.00         3900
                2000148      0.00     0.00        1.00
    1     1     1000143      0.00     0.00        1.00         3900
                1000143      0.00     0.00        1.00

  Y方向最大位移与层平均位移的比值：  1.21  (4层1塔)
  Y方向最大层间位移与平均层间位移的比值：  1.21  (4层1塔)

